RB_NO3,RB_NH4,RB_PO4,Al,pH_water,Na,Mn,Mg,K,Fe,Ca,BS,ECEC,Bray_P,meanelev,convex,slope
38.1183575,14.0247295,0.29036638,0.2653886,5.7068852,4.24959e-6,0.02355666,0.48029526,0.16651427,9.70257e-6,1.01413646,0.85066318,2.04815537,4.88894042,152.619375,0.395625,9.4023072388953
37.2526544,8.25439755,0.3090145,0.31881614,5.52927242,0.00076858,0.02393851,0.44036455,0.22627857,6.33785e-6,0.74591898,0.81466293,2.00882958,5.18154957,136.405875,-0.874390625,23.266314781788
33.3083985,7.69086802,0.3586848,0.43508249,5.47584778,0.00212432,0.01726763,0.43550742,0.24371913,5.66354e-6,0.48436049,0.74362588,1.98089124,5.21664655,135.321125,-0.78553125,24.430042408251
31.0119806,7.25435734,0.41277095,0.46324358,5.45456386,0.00247902,0.01561613,0.44571905,0.25537531,4.98507e-6,0.56645472,0.73422663,2.06619204,5.28677249,134.481625,-0.328359375,24.03860666352
30.8394226,7.06838449,0.46662648,0.39558752,5.44112526,0.00154062,0.01889636,0.4684048,0.25177686,4.36683e-6,0.87473796,0.79730129,2.24971214,5.38045526,133.97325,1.050078125,17.957505007203
30.336271,6.96187641,0.52740569,0.25175194,5.47655769,0.00042807,0.01993677,0.50155079,0.2353801,3.88548e-6,1.32710977,0.83402391,2.29202315,5.49049149,130.473625,0.924421875,17.894063377552
30.0352365,6.93989679,0.60369407,0.14883736,5.59989238,3.90049e-5,0.01701117,0.51853323,0.2176,3.62315e-6,1.45550943,0.85449587,2.14708373,5.63373995,123.562875,-1.78609375,20.309213292475
31.0563176,7.1607709,0.69104528,0.13471271,5.65754699,2.54119e-5,0.01799209,0.54121751,0.21965954,3.58974e-6,1.38870456,0.86627106,2.36045526,5.76870132,119.24425,-2.529078125,4.3334541350746
30.9934347,7.41255922,0.77604697,0.22167535,5.61382318,0.00022889,0.02268011,0.57567871,0.24091256,3.81632e-6,1.34507582,0.83895875,2.68979414,5.97769241,118.187,-2.414515625,12.259188878292
29.4467173,7.51617667,0.83051195,0.33470568,5.55642431,0.0004633,0.02222473,0.56120289,0.23952489,4.29371e-6,1.15020845,0.79371945,2.53707122,6.05756333,119.328125,-0.217125,23.433348872251
64.6722641,10.3262407,0.44790278,0.27796519,5.48804947,4.71487e-5,0.03466075,0.61360649,0.23048003,1.40037e-6,1.43706613,0.86146091,2.63909049,5.53442017,184.715,-1.0935,30.721575896349
61.2108235,9.39000072,0.47157704,0.28064244,5.49924496,4.97822e-5,0.03620405,0.60152628,0.24017443,2.20887e-6,1.32492641,0.86097835,2.59627074,5.54911298,180.473125,-0.962109375,31.57784762197
47.0938514,8.57586399,0.48738835,0.28594267,5.54827045,0.00010689,0.03324208,0.59555191,0.25788293,3.29795e-6,1.30000578,0.85438029,2.56602892,5.44859092,176.647625,-0.115796875,31.036813951778
39.5184119,7.98463029,0.49973067,0.231449,5.58340395,0.00016047,0.02806179,0.6035851,0.26644032,4.64279e-6,1.47497466,0.86438587,2.80042343,5.41190931,171.264,-0.708375,29.338453383121
36.5867517,7.59976502,0.50604598,0.16441796,5.64145071,0.00014936,0.02637417,0.63511046,0.25811315,5.91213e-6,2.13343872,0.89191781,3.38417349,5.38857861,165.85025,-0.967171875,23.19112598307
32.8944469,7.43325371,0.50314263,0.13164775,5.66822174,0.00018384,0.02845865,0.67847059,0.25424857,6.52121e-6,2.3488585,0.91196106,3.62200125,5.43101401,160.68375,-1.2015625,30.192114430401
32.1445038,7.56664407,0.48991594,0.14764111,5.67470882,0.00280557,0.03200003,0.71446601,0.26583826,6.44384e-6,2.36837111,0.89938336,3.91552602,5.56165029,155.765875,-2.2064375,33.113983291487
35.9538289,7.91598503,0.4657099,0.16476824,5.64441985,0.02602739,0.03280455,0.6965683,0.26961967,6.13546e-6,2.1676635,0.8871349,3.86054086,5.62080081,153.1475,-1.503890625,31.91012650027
40.528325,8.29814543,0.43127224,0.16923851,5.60020534,0.03203843,0.03041806,0.63676235,0.25914457,5.71116e-6,1.88778026,0.89442693,3.2298271,5.67635922,150.584,-1.011265625,29.73248180457
43.7092012,8.67690968,0.38263345,0.1773302,5.57812326,0.01775531,0.02659878,0.59781325,0.24110043,5.23839e-6,1.89085149,0.89002094,2.87070604,5.6332978,146.763625,-2.409203125,30.843214115505
44.2705486,8.96591575,0.32075135,0.23241809,5.52928647,0.00461344,0.0235168,0.55775405,0.23111253,4.79339e-6,1.4198739,0.86816617,2.43802037,5.32943847,145.909625,-1.22875,31.429344687117
41.9789769,8.65830937,0.31307238,0.30225702,5.49799102,0.00266238,0.02120608,0.51079796,0.23704614,4.30655e-6,0.8287108,0.82917366,2.1683645,5.25763333,145.95,0.56196875,28.43845282381
37.4932728,7.82521934,0.35507215,0.37165044,5.4603335,0.00447829,0.01931698,0.48829547,0.25465606,3.82921e-6,0.52252021,0.78485615,2.02364822,5.33972591,143.779125,0.463484375,22.434248565041
33.2670815,7.17416421,0.40646173,0.41137708,5.44612485,0.00476414,0.01718073,0.47172425,0.26395393,3.41203e-6,0.58555306,0.77984799,2.05778623,5.42398058,141.426125,1.0953125,16.313061534887
30.6634102,6.84834254,0.46569625,0.36571169,5.44720086,0.00315111,0.01623333,0.43832061,0.2556564,3.04798e-6,0.91214074,0.8037002,2.2136406,5.49079357,137.284625,0.49753125,17.045663836392
29.5948092,6.6913723,0.53140384,0.2597478,5.49107173,0.0010336,0.01593532,0.43474001,0.22715479,2.72505e-6,1.39620804,0.83008907,2.28537401,5.58490036,131.017625,-1.040109375,19.245383607064
30.6734181,6.70039693,0.60951643,0.14168376,5.62160392,0.00011812,0.01618203,0.44725849,0.19970646,2.48959e-6,1.56113262,0.86560049,2.2619699,5.72197291,124.404125,-3.272140625,18.301314279875
32.101666,7.02941185,0.7010755,0.09123719,5.76952518,3.13835e-5,0.01717201,0.48786439,0.20640552,2.36303e-6,1.73809136,0.89173184,2.83711266,5.79856059,122.12375,-3.248171875,16.481561920649
32.5188639,7.19131548,0.78665451,0.18554616,5.6486347,0.00063716,0.01980137,0.57852285,0.24491801,2.42456e-6,1.56637319,0.86286483,2.97446037,6.06952739,124.45725,-1.58834375,25.713372026759
31.2075634,7.26439256,0.85029287,0.29746243,5.55980627,0.00182533,0.01889385,0.5922593,0.26115729,2.64252e-6,1.23990704,0.81875218,2.71231856,6.19843474,128.356875,-0.251375,29.501509151466
55.1533785,9.60482838,0.43952831,0.2338132,5.45962374,0.00134083,0.03040092,0.66201376,0.26159078,1.27986e-6,1.53704366,0.87757271,2.88017539,5.46352222,195.87525,0.09125,31.235624529046
51.9181954,8.64132078,0.46052398,0.25202269,5.46527335,0.00237866,0.03091158,0.65696139,0.28041231,2.06073e-6,1.29586745,0.87828986,2.85179423,5.51640852,191.89075,-0.303375,30.653218590554
42.9078125,7.86649566,0.47997951,0.29424562,5.53321086,0.00562749,0.02872845,0.6599784,0.29682421,3.16382e-6,1.1681942,0.862462,2.77661164,5.55220772,187.373875,-0.2880625,29.305998628083
39.8731268,7.32880278,0.49582154,0.2482665,5.57214264,0.00800465,0.0263836,0.67993874,0.29824946,4.72444e-6,1.48434723,0.86310344,3.02691398,5.55686105,181.63275,-1.157359375,34.196493964743
40.312387,7.02556813,0.5060801,0.16135433,5.60105174,0.00636477,0.02768545,0.72693818,0.28594134,6.55804e-6,2.04982122,0.88817378,3.60643984,5.57132342,175.76475,-1.963515625,33.770677836957
38.4501486,6.91750074,0.50071686,0.1474169,5.60754901,0.00902222,0.02961772,0.73786273,0.26973103,7.12034e-6,2.26529094,0.89596632,3.77726327,5.58660886,171.50575,-1.47565625,31.726463008764
36.7706349,7.03424848,0.47966873,0.19989172,5.57578251,0.0326659,0.03095613,0.70351912,0.26059699,6.23908e-6,1.86747878,0.86385438,3.41145163,5.58183407,168.443625,-0.762828125,33.274324331881
37.2935367,7.34242271,0.45215813,0.24343822,5.49115754,0.06318395,0.03007717,0.65938106,0.26019912,5.36033e-6,1.43848789,0.84658921,3.11035245,5.58886892,166.015875,0.03315625,34.174224436483
38.4782319,7.83160458,0.42282023,0.21079228,5.47724471,0.03422119,0.02648345,0.62809493,0.26064044,4.67873e-6,1.5147507,0.8742705,3.14670456,5.58591213,162.554625,-0.246578125,34.854094642634
41.952297,8.46481531,0.39111232,0.20718821,5.48318951,0.01106434,0.02369102,0.59914144,0.25169263,4.0913e-6,1.68972205,0.89278608,2.96815996,5.54053878,158.69275,-1.2815625,33.018776457996
47.363857,9.34747853,0.37189034,0.23641869,5.46076534,0.00114401,0.02130948,0.58240721,0.23565995,3.58216e-6,1.45288704,0.87077563,2.55419895,5.3883802,157.774125,0.57325,30.581728532286
44.4983209,9.10726659,0.36731655,0.30056643,5.44691827,0.00038769,0.01907126,0.5531948,0.23044981,3.18115e-6,0.95137508,0.83556934,2.21836488,5.37232258,156.017,1.698515625,28.152546187867
35.5633905,7.81390448,0.3803247,0.32075524,5.44947591,0.00035778,0.01785253,0.49498734,0.23795233,2.88038e-6,0.67379922,0.80124771,1.87617714,5.50020838,151.185625,0.45015625,23.300820764745
31.6046295,6.97921964,0.41849004,0.34650714,5.43151839,0.00046046,0.01676806,0.45353167,0.2438238,2.60882e-6,0.70105258,0.79110006,1.89101195,5.5925986,145.73775,-0.732984375,19.502044356223
32.0059799,6.48484448,0.47119497,0.39433292,5.3970083,0.00108214,0.01670083,0.40205163,0.24263765,2.3445e-6,0.97578322,0.80826706,2.27832093,5.66473953,140.883375,-1.2208125,18.949233935394
32.9315336,6.28344147,0.53134526,0.33761959,5.43665355,0.0006616,0.01861075,0.36922909,0.22438352,2.08956e-6,1.37122459,0.82129877,2.43659688,5.73737073,136.303375,-0.523671875,28.645862687875
33.7482892,6.32430731,0.60050208,0.22506621,5.51763632,0.00076638,0.01905575,0.38753613,0.20341892,1.84896e-6,1.63319789,0.84615712,2.49564742,5.81693176,129.576625,-3.3888125,30.643826765602
33.948548,6.5115122,0.68101827,0.17583726,5.58616425,0.0008605,0.01853382,0.45698509,0.2123043,1.63213e-6,1.71509585,0.87124676,2.76670933,5.90899191,129.108,-2.732890625,30.16724548102
32.9683749,6.64233036,0.75956186,0.20703255,5.56638839,0.00250535,0.01687865,0.55520248,0.25325539,1.51037e-6,1.4717866,0.86689165,2.75778559,6.09541375,134.43525,0.770140625,29.720554622318
30.8857255,6.78488797,0.83789216,0.26853783,5.53669179,0.00423302,0.01572699,0.58996035,0.27255667,1.49496e-6,1.28976861,0.84126672,2.65844561,6.25589802,137.5815,-0.506,23.824565349851
45.7082205,9.11873797,0.42821416,0.21782597,5.4586391,0.00982386,0.02693624,0.70274099,0.2869263,1.23165e-6,1.53332736,0.87698828,2.98177338,5.3573174,208.521625,0.621375,35.502099025176
42.8223328,8.12529551,0.44739463,0.26692508,5.45358736,0.02118631,0.02590054,0.69150475,0.29669842,1.95298e-6,1.24116404,0.86715075,2.89662371,5.41821804,204.247875,-0.491734375,35.862868696971
39.3916262,7.36750989,0.46998392,0.33944848,5.50480914,0.04693702,0.02418573,0.69513498,0.29970647,3.00715e-6,1.06464436,0.83988128,2.77573626,5.52874878,199.698625,-0.773953125,37.130026539354
40.5542595,6.8539488,0.49174382,0.3057111,5.5409353,0.06542406,0.02731173,0.71267854,0.30696422,4.61253e-6,1.29715829,0.84498333,3.03820398,5.5847437,195.44075,-0.171578125,39.320447494904
44.8491268,6.56301582,0.50939906,0.19041999,5.58574312,0.06246325,0.03212347,0.75363084,0.31734937,6.89336e-6,1.92051105,0.88343013,3.86503479,5.68972329,190.281,-0.312859375,41.625342550501
45.0374162,6.4456266,0.50292536,0.16738638,5.59283246,0.06772191,0.03736593,0.7572482,0.30642429,7.47396e-6,2.13980574,0.88945211,4.04132796,5.69269445,185.167875,-0.9626875,38.676004037451
41.6275614,6.51058438,0.4733289,0.24202294,5.50128243,0.07580143,0.03785302,0.69957236,0.27836056,6.07383e-6,1.57102922,0.84815857,3.25653636,5.56589626,181.894125,-0.550265625,35.496888794751
39.3398317,6.70779897,0.44170109,0.33333,5.31744208,0.05591965,0.03318592,0.65465617,0.25571033,4.9751e-6,1.06938064,0.81347655,2.70547669,5.54105245,179.470875,0.5299375,34.455161687709
36.4689279,7.1059554,0.41623016,0.2753575,5.45786638,0.02820878,0.02672977,0.62671823,0.26100969,4.19388e-6,1.27958759,0.84346364,2.99094826,5.56530941,176.001125,1.062828125,36.012297837206
37.2376014,7.61465762,0.39511169,0.23905194,5.49469968,0.01207746,0.02245344,0.59671656,0.25554114,3.53299e-6,1.47242673,0.87189685,2.91262581,5.57390351,171.733875,0.92378125,35.04387526412
40.1329532,8.12494561,0.38434211,0.24825906,5.49120049,0.0049869,0.02157826,0.58851596,0.24115555,3.02252e-6,1.46130682,0.86750934,2.61484373,5.52341247,168.4735,1.897625,27.059014398489
38.3491,7.99910324,0.3851151,0.24830017,5.47817773,0.00172523,0.02056316,0.56044698,0.23049776,2.67886e-6,1.14317619,0.85073562,2.32133382,5.54067239,164.066625,2.00346875,24.322825672831
32.9117134,7.24391422,0.39992803,0.23010589,5.46609439,0.0003998,0.01876878,0.49819308,0.23358811,2.47536e-6,0.8625366,0.84038176,1.95255729,5.64362687,157.40925,0.166921875,24.191296499491
30.9208123,6.5770238,0.43064149,0.27246989,5.43962667,0.00037903,0.01873516,0.44901268,0.23757304,2.32961e-6,0.84036229,0.82292717,1.93536249,5.72990673,151.497875,-1.072421875,25.355123648029
32.2016654,6.1095492,0.47382841,0.37199876,5.39080117,0.00098649,0.02034838,0.38999865,0.23518186,2.15955e-6,1.03592676,0.79904422,2.25444064,5.80240428,148.299875,0.059703125,26.409334731469
33.3290684,5.87663335,0.52445097,0.42906594,5.41474856,0.00080128,0.02269014,0.35778608,0.22686588,1.91976e-6,1.18758153,0.80331382,2.36900455,5.85864175,145.26625,2.026203125,25.554276471906
32.2260865,5.82838192,0.5834344,0.36556957,5.46035007,0.00170185,0.02265749,0.38722136,0.21363468,1.60108e-6,1.30247222,0.81406471,2.38554108,5.90446427,137.883875,-2.2464375,33.275861615021
30.999315,5.87929538,0.6573754,0.2853074,5.47534371,0.00426547,0.02039654,0.45763982,0.22545282,1.24285e-6,1.36549027,0.82885191,2.50024583,6.00352056,137.6165,-2.3010625,32.373244162223
30.0730619,6.01009811,0.74204295,0.25349417,5.50116059,0.00786127,0.01781225,0.54712709,0.26091804,9.32841e-7,1.36460846,0.85261429,2.58499596,6.18952361,144.22975,2.19934375,25.20942407218
29.6210862,6.260249,0.83780677,0.24047851,5.52161476,0.00802168,0.01601619,0.58336533,0.2753118,7.01133e-7,1.36124766,0.85799812,2.67082346,6.35977558,145.84725,-0.14625,22.66361154107
42.5126819,8.97067088,0.41972225,0.24868048,5.49587732,0.01745004,0.02557975,0.73737543,0.28673702,1.22495e-6,1.42260763,0.85738693,3.03756411,5.16073185,221.969,1.0775,34.439951035869
39.9473612,7.96798391,0.44074351,0.33688352,5.44846856,0.0283563,0.02388631,0.69611162,0.28171676,1.83765e-6,1.05399886,0.8238807,2.69491902,5.21678254,218.198875,0.554234375,36.335045264195
39.1396577,7.18181983,0.46188922,0.41638287,5.43510707,0.03806525,0.02300654,0.67374956,0.26815948,2.74751e-6,0.92759034,0.79329976,2.55286464,5.31153879,214.388875,0.935328125,37.612249894032
42.1415562,6.62599035,0.4890599,0.37932569,5.46306856,0.04768123,0.02784612,0.67625886,0.28924003,4.01712e-6,1.05120636,0.81160701,2.74112427,5.40916696,210.606875,1.984109375,36.73142621776
47.1709764,6.31379361,0.52116505,0.2592871,5.54355173,0.05540864,0.03663922,0.69791703,0.33949034,5.40282e-6,1.64912668,0.86024774,3.3366527,5.54569856,205.151875,1.60503125,36.8838892488
47.9696399,6.11180584,0.51389111,0.1964972,5.61228658,0.04982344,0.04480148,0.72361161,0.35131969,6.03514e-6,2.06404126,0.89276912,3.70518766,5.5607012,199.48025,0.542859375,34.56723495983
44.1209715,6.03567003,0.46858977,0.22595662,5.57710953,0.04298764,0.04670037,0.70948265,0.31027821,5.67055e-6,1.92704977,0.87543765,3.69213337,5.44536933,196.523125,1.898875,37.47507436453
39.7686232,6.0742052,0.43349773,0.28731783,5.55801578,0.03358587,0.0400058,0.67451515,0.27500736,4.90935e-6,1.46326491,0.84415685,3.32734272,5.45767278,192.94775,2.7716875,35.920333268507
36.7157045,6.20215942,0.40982615,0.29419252,5.63086442,0.02483542,0.03064502,0.63214948,0.26682975,4.08119e-6,1.10576969,0.83819083,2.82209488,5.59839488,187.14725,2.2760625,28.338969971619
34.2513631,6.43146807,0.39178908,0.27734576,5.6411253,0.01684135,0.02507514,0.60976119,0.25861103,3.34547e-6,1.12028944,0.85260733,2.63226102,5.69914278,180.943375,1.928171875,21.483364018299
33.6535617,6.63832183,0.38041875,0.2672432,5.59217674,0.01351988,0.02575692,0.57744851,0.24559848,2.83591e-6,1.32452385,0.8528678,2.51217336,5.71913038,174.894,1.616828125,18.994141372415
32.7909365,6.63962539,0.38423756,0.22922942,5.56731058,0.00752796,0.02519675,0.55577688,0.24233445,2.55585e-6,1.32239613,0.86326492,2.3802023,5.72783757,168.48525,0.67759375,19.677660547207
31.955431,6.42366714,0.40808589,0.17799813,5.50791131,0.00403406,0.02348605,0.51480059,0.25206951,2.45466e-6,1.20290281,0.88089749,2.31042625,5.77170552,162.2665,-0.57690625,19.823472120959
31.9429851,6.07466839,0.43619591,0.21583125,5.47613503,0.00282467,0.02351659,0.45174808,0.25422545,2.4746e-6,1.03388159,0.85423622,2.23782804,5.83610639,158.682,0.283390625,18.437053751039
31.2140094,5.77108447,0.46968401,0.32534282,5.4175317,0.00287882,0.02367227,0.39712352,0.24268716,2.45103e-6,0.84948326,0.79267016,2.09278039,5.92415854,156.098,1.76634375,19.198358093765
29.7287509,5.54740487,0.51339091,0.41531447,5.42073225,0.00194858,0.02366323,0.38031782,0.23073362,2.19405e-6,0.79072989,0.77793897,2.07366667,5.97085111,151.45275,1.536828125,18.96699862293
27.0993915,5.3745916,0.56469437,0.39868849,5.48082617,0.00063294,0.0236057,0.40315102,0.22753796,1.69734e-6,0.85207338,0.79411183,2.1015304,5.93805887,145.4225,-1.79996875,26.369673607457
24.5452146,5.3197557,0.64065985,0.3468638,5.44134786,0.0020966,0.02316939,0.4570285,0.24244821,1.11195e-6,1.01764977,0.80568532,2.25006166,6.01845302,146.2965,-1.19978125,31.8671182693
25.4768738,5.45052742,0.74595094,0.24476964,5.48388101,0.00921882,0.02207012,0.53227118,0.2649827,5.95023e-7,1.39024009,0.84947099,2.61972332,6.29561619,152.388,2.81965625,23.184067867446
28.2577108,5.79521857,0.86293217,0.19288297,5.51997544,0.00999877,0.02008468,0.54883916,0.27240414,1.55392e-7,1.60900323,0.87823561,2.85413683,6.49456347,152.97025,-0.34025,18.556537980174
42.1620954,9.1406058,0.41753525,0.29727416,5.49391997,0.03062404,0.02280273,0.7207889,0.28074892,1.28738e-6,1.30855987,0.84674594,2.97042414,5.07907565,234.6165,2.5535,32.482026622536
40.1955221,8.10971114,0.43757253,0.3743508,5.44793746,0.04443893,0.01989442,0.67279602,0.27156466,1.73426e-6,0.9692827,0.81392356,2.61632557,5.10700059,230.982,1.773859375,30.651294446428
40.3909152,7.24693399,0.4575959,0.4252987,5.42775273,0.04872687,0.01906017,0.63982295,0.25881742,2.41746e-6,0.80646403,0.79114831,2.4471,5.19014923,226.732625,2.11528125,28.885165816766
42.3731247,6.55778054,0.48121551,0.39265926,5.44882245,0.05427357,0.02298725,0.63607501,0.28390976,3.33963e-6,0.87023566,0.80896127,2.55227712,5.29721408,221.72075,2.409265625,24.876343081464
44.5578185,6.07894443,0.50734162,0.29742069,5.52335629,0.06175466,0.03086671,0.67134805,0.33594119,4.32862e-6,1.43399758,0.84828708,2.9873251,5.44393084,215.567625,1.7824375,28.184111659109
45.1002757,5.72638765,0.4981519,0.21608796,5.60157432,0.05520709,0.03803339,0.70798306,0.36036933,5.13673e-6,2.21344058,0.88466777,3.40764758,5.48870489,210.109625,1.452921875,24.013651200822
42.5162647,5.51319379,0.45627995,0.19524202,5.6056434,0.04921342,0.04045414,0.70405957,0.32336109,5.50884e-6,2.38081799,0.90195843,3.74136011,5.43035463,206.803875,3.401640625,17.555504804514
39.2673567,5.40433822,0.42564578,0.21525373,5.62686456,0.04157081,0.03682995,0.67777776,0.28653511,5.1252e-6,1.82810942,0.88283143,3.48536616,5.48459013,201.119625,3.519875,23.921803228688
38.0318432,5.34979632,0.4056246,0.25101485,5.70232555,0.03490845,0.03020654,0.65559775,0.27374291,4.2106e-6,1.15433588,0.85904558,2.76642616,5.68086519,192.4485,1.581984375,24.7635830161
35.2608901,5.38182202,0.38971023,0.25759646,5.65641157,0.02580114,0.02905023,0.64638307,0.26438907,3.33691e-6,1.04476608,0.85595167,2.5906299,5.93353955,184.304375,0.611453125,20.595723843403
30.471231,5.50336592,0.37806036,0.26932779,5.58148966,0.03336828,0.0315246,0.58410599,0.25630983,0.00000284,1.13758085,0.85465503,2.54697492,5.94614924,177.119,-0.079015625,19.74642611153
29.6855326,5.60923747,0.38038473,0.23811385,5.57120989,0.01751816,0.0316821,0.56317966,0.25886899,2.65812e-6,1.36308236,0.8661362,2.52147884,5.89847607,171.091375,-0.596671875,16.648776459523
32.7379393,5.65204444,0.40201059,0.1950241,5.52029188,0.0063284,0.02879025,0.54017514,0.26698651,2.72273e-6,1.35929646,0.89023936,2.51958217,5.87804607,167.141,0.028828125,17.64923181092
32.7923052,5.55477542,0.4279962,0.2233706,5.47923769,0.00451282,0.0257427,0.47237026,0.25917029,2.98271e-6,1.05975788,0.86490862,2.37568389,5.92099901,164.373875,1.375828125,16.093739604878
29.951535,5.42122755,0.46057358,0.32266729,5.39832073,0.00743089,0.02355122,0.40840533,0.24191194,3.20888e-6,0.76626162,0.79101568,2.08755872,6.01905631,160.1025,0.987171875,17.702263184758
28.0408023,5.28513823,0.50691116,0.40699099,5.38600143,0.00658786,0.02252774,0.39297543,0.23201783,2.91911e-6,0.64896913,0.77212009,2.0328677,6.08563589,154.978125,-0.270265625,15.795309317522
25.8454863,5.14192817,0.56675917,0.40063136,5.44264251,0.00187361,0.02426819,0.42142174,0.236009,2.07928e-6,0.68601372,0.79360125,2.11872898,6.08769614,151.27625,-1.73984375,15.797956704437
23.6295804,5.07477148,0.65598086,0.32653793,5.41407504,0.00468746,0.02533909,0.46911608,0.25086241,1.15783e-6,0.94133964,0.81314774,2.33030645,6.18722669,153.0095,-0.56934375,21.141424902187
26.051216,5.17415016,0.78033229,0.19658263,5.47523758,0.01719269,0.02400335,0.52040557,0.26543316,3.90011e-7,1.56541071,0.87205709,2.83113321,6.47393271,158.143875,2.7383125,15.166324550199
30.2935533,5.55333603,0.91986754,0.14126719,5.50224902,0.02039198,0.02211352,0.53276411,0.26762235,-2.4676e-7,2.14599405,0.90897239,3.33859281,6.70228234,158.433125,-0.517625,16.551954646149
43.4714607,9.6279505,0.42192634,0.31507163,5.46766588,0.06493914,0.01891192,0.67108716,0.2743324,1.44741e-6,1.15759492,0.84734773,2.77215901,5.06830517,243.94025,0.62725,20.597768227775
42.9871231,8.53108763,0.4374927,0.3459657,5.4655338,0.11124215,0.01581596,0.6526053,0.27775116,1.69323e-6,0.97588491,0.83931235,2.64979661,5.04348736,239.659875,1.700375,21.082813727321
43.0818678,7.54122452,0.45758203,0.36637477,5.48257988,0.12664749,0.01465576,0.61887984,0.27989427,2.14156e-6,0.84101851,0.82680907,2.47134137,5.10135096,234.159125,1.6196875,21.858448173787
41.4515889,6.62129065,0.46971971,0.33276036,5.49595061,0.12641958,0.01693249,0.6199026,0.29490768,2.82368e-6,0.80407338,0.83623181,2.48943545,5.22436672,227.222375,0.735734375,22.754073508262
39.8721799,5.81358718,0.46822379,0.30308131,5.51114482,0.13384521,0.01975488,0.64088623,0.31823957,3.68647e-6,1.02204765,0.85687293,2.70201693,5.36875779,220.6625,0.318203125,16.690249905945
38.9095973,5.28259691,0.45666483,0.23531526,5.53492053,0.13112294,0.02387348,0.65280274,0.32488441,4.70693e-6,1.58014589,0.87745319,3.00609005,5.45175981,215.32725,0.83990625,15.963732378889
38.2083424,4.98043699,0.43686624,0.1899786,5.55305381,0.12290882,0.02648492,0.6673909,0.30411612,5.81214e-6,2.09056085,0.90398473,3.43181299,5.51774255,209.737125,1.289453125,17.020855581605
38.5213249,4.78897502,0.41859841,0.1777759,5.59158635,0.10432514,0.02599105,0.65170177,0.28216149,5.73266e-6,1.97270968,0.90236567,3.32916824,5.60228844,201.973125,0.353,25.708383206856
39.6322819,4.67596571,0.40526679,0.18522329,5.62809856,0.08106485,0.02513316,0.60981697,0.28014448,4.41975e-6,1.38055872,0.88088803,2.68904298,5.72985152,193.21725,-0.776765625,21.885255653669
36.0792513,4.6596284,0.39178637,0.21766637,5.59186654,0.08138355,0.02889688,0.58775251,0.27571783,0.00000344,1.10244824,0.87162554,2.51546687,5.94213092,185.279375,-1.117296875,21.600747439805
28.6812799,4.7455444,0.37952623,0.27345408,5.45525878,0.13177111,0.03727047,0.58544238,0.27409852,2.93148e-6,1.06787651,0.86417068,2.66414521,6.18297591,178.494625,-1.532546875,16.764550328501
28.0755251,4.92020689,0.37605391,0.25886795,5.52213979,0.0234863,0.03468139,0.60464751,0.27367882,2.86803e-6,1.47310113,0.86340149,2.85784131,6.06689213,174.09175,-0.8904375,12.500162380695
32.2813024,5.08049784,0.38605054,0.23853217,5.50479317,0.00119629,0.02961153,0.56801197,0.27043741,3.11253e-6,1.63728321,0.87082844,2.63353564,5.94454864,171.01225,0.17990625,10.869112656656
32.6232401,5.14039589,0.40916072,0.26074796,5.45295191,0.00102969,0.0239921,0.49574191,0.25531808,3.63393e-6,1.19928731,0.85025886,2.39367634,5.97512574,166.894375,0.02221875,14.853950073964
29.3687765,5.13324576,0.44689492,0.34843003,5.32450247,0.01326476,0.02034133,0.42957608,0.23529434,4.35544e-6,0.77202984,0.80125802,2.14474135,6.08915636,161.78775,-1.30503125,15.363765128021
28.5313234,5.12916005,0.50368664,0.41362773,5.27476268,0.03306764,0.020941,0.4063799,0.23252308,4.08219e-6,0.65302938,0.7913987,2.16967101,6.19639652,158.65575,-1.252546875,12.734326363055
28.3608595,5.13686247,0.58596473,0.38891765,5.34598133,0.01968659,0.02456775,0.44849659,0.24716526,2.5245e-6,0.85236198,0.81294247,2.40557711,6.34465536,157.191625,-1.048921875,20.483996311179
28.5310941,5.14193497,0.69729136,0.28724273,5.39089412,0.02193628,0.02548641,0.50432975,0.26181609,1.21822e-6,1.34263118,0.84398948,2.66751732,6.50405394,157.122,-1.7434375,20.382379230291
31.1319032,5.19444854,0.84291655,0.17302814,5.50448473,0.03092543,0.02226242,0.52875101,0.26656435,2.21851e-7,1.93239393,0.89689414,3.04093699,6.69936052,160.79,0.72028125,17.506769389158
34.6807345,5.55128643,1.00332023,0.11693868,5.4955057,0.03617094,0.02031314,0.52776149,0.26805467,-5.7623e-7,2.63498844,0.93388624,3.8839544,6.94812918,162.235125,2.371375,11.377006760841
43.3704939,10.3871688,0.43087672,0.30554088,5.4521786,0.08789553,0.01856736,0.63820149,0.26094315,1.72318e-6,1.10563854,0.84053142,2.58802488,5.11170595,250.201,-0.0555,19.850737590077
43.7983596,9.18286283,0.44323117,0.32419896,5.45382401,0.15531629,0.01696355,0.63674927,0.27602271,1.75946e-6,1.02212897,0.84196765,2.54520204,5.0784215,244.767125,0.471078125,22.241216575534
45.1464464,7.8665727,0.45349805,0.35669731,5.46272034,0.20220108,0.01629989,0.62099382,0.29497727,1.97858e-6,0.8519019,0.83189571,2.48049775,5.06116074,238.277375,-0.070609375,19.019353394533
